event_type,timestamp,user_id,post_id,story_id,reel_id,ad_id,content_type,category,sub_category,author_id,engagement_time,session_duration,like_duration,view_duration,view_percentage,source,placement,destination,campaign_id,impression_id,creative_type,reason_category,share_type,platform,recipient_count,collection_id,sound_on,position,completion_type,comment_id,comment_type,reply_to_comment_id,text_length,mentioned_users
reel_view,2025-02-08T16:10:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_719,,carousel,Beauty,Makeup,creator_74,5,,,9,42,search,,,,,,,,,,,true,,watched_full,,,,,
bookmark_post,2025-02-08T16:11:00Z,550e8400-e29b-41d4-a716-446655440000,post_320,,,,photo,Movie,Comedy,creator_90,9,,,,,feed,,,,,,,,,,collection_movie,,,,,,,,
profile_view,2025-02-08T16:11:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,,video,Lifestyle,Home,creator_55,2,240,,,,search,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T16:11:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,carousel,Movie,Action,creator_8,9,151,,,,profile,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T16:12:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_523,,,,photo,Movie,Comedy,creator_87,8,,,,,search,,,,,,,,,,collection_movie,,,,,,,,
ad_click,2025-02-08T16:13:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_459,photo,Adventure,Skydiving,creator_100,2,,,,,explore,story,external_link,camp_4,imp_459,product_demo,,,,,,,,,,,,,
reel_view,2025-02-08T16:15:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_477,,carousel,Food,Desserts,creator_1,3,,,23,98,feed,,,,,,,,,,,false,,skipped,,,,,
like_post,2025-02-08T16:15:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_772,,,,carousel,Sports,Cricket,creator_72,10,,,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T16:16:00Z,550e8400-e29b-41d4-a716-446655440000,post_230,,,,video,Beauty,Makeup,creator_53,10,,,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T16:16:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_479,,,,video,Beauty,Fragrance,creator_33,7,,,,,profile,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T16:16:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,photo,Sports,Basketball,creator_12,4,81,,,,search,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T16:18:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_759,,,,video,Sports,Basketball,creator_49,5,,,,,feed,,,,,,,,,,collection_sports,,,,,,,,
ad_click,2025-02-08T16:18:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_987,carousel,Lifestyle,Home,creator_28,5,,,,,explore,story,shop,camp_2,imp_987,influencer_collab,,,,,,,,,,,,,
ad_click,2025-02-08T16:19:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_677,video,Outdoor,Swimming,creator_91,3,,,,,feed,story,shop,camp_6,imp_677,product_showcase,,,,,,,,,,,,,
unlike_post,2025-02-08T16:22:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_715,,,,video,Food,Restaurant,creator_71,2,,6575,,,feed,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T16:23:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_55,,,,video,Outdoor,Hiking,creator_82,9,,,,,search,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T16:23:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_918,,,,photo,Lifestyle,Fashion,creator_56,3,,,,,search,,,,,,,,,,collection_lifestyle,,,,,,,,
like_post,2025-02-08T16:24:00Z,550e8400-e29b-41d4-a716-446655440000,post_740,,,,photo,Movie,Action,creator_28,2,,,,,feed,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T16:24:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_830,,,,photo,Lifestyle,Home,creator_91,9,,4174,,,explore,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T16:25:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_675,,,photo,Adventure,Surfing,creator_70,5,,,13,66,search,,,,,,,,,,,true,,,,,,,
ad_click,2025-02-08T16:26:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_688,carousel,Beauty,Fragrance,creator_12,9,,,,,feed,feed,shop,camp_1,imp_688,limited_time_offer,,,,,,,,,,,,,
bookmark_post,2025-02-08T16:27:00Z,550e8400-e29b-41d4-a716-446655440000,post_102,,,,video,Beauty,Makeup,creator_56,7,,,,,profile,,,,,,,,,,collection_beauty,,,,,,,,
profile_view,2025-02-08T16:30:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,video,Outdoor,Hiking,creator_22,9,162,,,,explore,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T16:30:00Z,550e8400-e29b-41d4-a716-446655440000,,story_945,,,photo,Lifestyle,Fashion,creator_39,9,,,9,83,search,,,,,,,,,,,true,,,,,,,
like_post,2025-02-08T16:33:00Z,550e8400-e29b-41d4-a716-446655440000,post_555,,,,video,Food,Restaurant,creator_50,5,,,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T16:33:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_786,,,,carousel,Sports,Football,creator_56,6,,,,,search,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T16:33:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_947,,,photo,Food,Restaurant,creator_76,7,,,8,68,feed,,,,,,,,,,,false,,,,,,,
profile_view,2025-02-08T16:34:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,carousel,Adventure,Trekking,creator_81,7,266,,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T16:34:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_453,,,photo,Beauty,Skincare,creator_20,6,,,7,100,profile,,,,,,,,,,,true,,,,,,,
reel_view,2025-02-08T16:34:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,reel_520,,video,Lifestyle,Fashion,creator_67,4,,,17,76,profile,,,,,,,,,,,false,,skipped,,,,,
profile_view,2025-02-08T16:34:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,carousel,Lifestyle,Fashion,creator_17,10,55,,,,search,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T16:35:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_171,video,Food,Restaurant,creator_77,5,,,,,search,story,external_link,camp_4,imp_171,product_demo,,,,,,,,,,,,,
like_post,2025-02-08T16:35:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_539,,,,photo,Outdoor,Cycling,creator_59,8,,,,,feed,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T16:36:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_416,,photo,Adventure,Surfing,creator_13,2,,,28,47,explore,,,,,,,,,,,false,,scrolled_away,,,,,
reel_view,2025-02-08T16:37:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_601,,carousel,Outdoor,Hiking,creator_24,7,,,30,31,search,,,,,,,,,,,false,,scrolled_away,,,,,
story_view,2025-02-08T16:38:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_514,,,video,Sports,Cricket,creator_40,6,,,6,84,explore,,,,,,,,,,,true,,,,,,,
reel_view,2025-02-08T16:41:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_746,,carousel,Lifestyle,Home,creator_80,2,,,12,82,search,,,,,,,,,,,false,,watched_full,,,,,
bookmark_post,2025-02-08T16:45:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_450,,,,video,Food,Healthy,creator_42,7,,,,,explore,,,,,,,,,,collection_food,,,,,,,,
unlike_post,2025-02-08T16:46:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_693,,,,video,Movie,Drama,creator_4,7,,3774,,,feed,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T16:47:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_498,,,,carousel,Movie,Comedy,creator_11,10,,6340,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T16:47:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_754,,,,photo,Lifestyle,Fashion,creator_99,10,,,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T16:50:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_721,,,carousel,Outdoor,Camping,creator_45,4,,,2,55,feed,,,,,,,,,,,false,,,,,,,
story_view,2025-02-08T16:51:00Z,550e8400-e29b-41d4-a716-446655440000,,story_136,,,carousel,Beauty,Makeup,creator_33,8,,,14,82,search,,,,,,,,,,,false,,,,,,,
reel_view,2025-02-08T16:52:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_178,,carousel,Lifestyle,Home,creator_93,2,,,16,48,search,,,,,,,,,,,true,,scrolled_away,,,,,
profile_view,2025-02-08T16:53:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,,photo,Lifestyle,Home,creator_3,8,68,,,,feed,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T16:54:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,reel_581,,video,Lifestyle,Wellness,creator_62,2,,,19,57,feed,,,,,,,,,,,true,,watched_full,,,,,
unlike_post,2025-02-08T16:55:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_844,,,,photo,Food,Cooking,creator_21,5,,1771,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T16:56:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,story_275,,,carousel,Beauty,Makeup,creator_21,7,,,11,86,feed,,,,,,,,,,,true,,,,,,,
like_post,2025-02-08T16:56:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_672,,,,video,Food,Restaurant,creator_68,2,,,,,search,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T16:57:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_448,,,,carousel,Lifestyle,Fashion,creator_99,4,,2104,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T17:01:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_252,,,,carousel,Food,Desserts,creator_43,4,,,,,profile,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T17:04:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,carousel,Sports,Basketball,creator_38,8,173,,,,feed,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T17:04:00Z,550e8400-e29b-41d4-a716-446655440000,post_497,,,,photo,Beauty,Fragrance,creator_41,6,,,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T17:07:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_702,,,carousel,Adventure,Skydiving,creator_78,10,,,9,97,search,,,,,,,,,,,false,,,,,,,
reel_view,2025-02-08T17:08:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_28,,carousel,Food,Cooking,creator_54,3,,,11,39,feed,,,,,,,,,,,false,,skipped,,,,,
ad_click,2025-02-08T17:08:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_119,video,Food,Restaurant,creator_93,8,,,,,profile,story,shop,camp_5,imp_119,product_showcase,,,,,,,,,,,,,
bookmark_post,2025-02-08T17:08:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_258,,,,carousel,Lifestyle,Travel,creator_12,10,,,,,search,,,,,,,,,,collection_lifestyle,,,,,,,,
unlike_post,2025-02-08T17:09:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_228,,,,carousel,Outdoor,Cycling,creator_33,2,,3771,,,profile,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T17:10:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_254,video,Beauty,Makeup,creator_46,5,,,,,search,feed,profile,camp_4,imp_254,product_showcase,,,,,,,,,,,,,
ad_click,2025-02-08T17:11:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_281,carousel,Lifestyle,Travel,creator_3,2,,,,,feed,explore,shop,camp_3,imp_281,influencer_collab,,,,,,,,,,,,,
ad_click,2025-02-08T17:12:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_665,photo,Beauty,Fragrance,creator_3,8,,,,,search,story,shop,camp_5,imp_665,influencer_collab,,,,,,,,,,,,,
ad_click,2025-02-08T17:12:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_943,carousel,Beauty,Haircare,creator_3,3,,,,,search,story,shop,camp_4,imp_943,product_showcase,,,,,,,,,,,,,
unlike_post,2025-02-08T17:12:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_998,,,,carousel,Outdoor,Hiking,creator_71,4,,4772,,,profile,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T17:14:00Z,550e8400-e29b-41d4-a716-446655440000,post_188,,,,video,Lifestyle,Home,creator_96,4,,,,,feed,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T17:14:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,story_388,,,photo,Lifestyle,Home,creator_52,10,,,8,88,profile,,,,,,,,,,,false,,,,,,,
like_post,2025-02-08T17:19:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_72,,,,video,Lifestyle,Travel,creator_49,8,,,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T17:19:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_425,,,,carousel,Lifestyle,Travel,creator_12,3,,,,,search,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T17:20:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_473,photo,Lifestyle,Home,creator_64,8,,,,,explore,story,external_link,camp_10,imp_473,brand_story,,,,,,,,,,,,,
reel_view,2025-02-08T17:21:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_86,,carousel,Outdoor,Hiking,creator_40,5,,,19,35,explore,,,,,,,,,,,false,,watched_full,,,,,
like_post,2025-02-08T17:21:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_333,,,,video,Beauty,Makeup,creator_50,2,,,,,feed,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T17:22:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_882,carousel,Beauty,Makeup,creator_26,2,,,,,feed,feed,shop,camp_3,imp_882,brand_story,,,,,,,,,,,,,
reel_view,2025-02-08T17:25:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_635,,photo,Lifestyle,Wellness,creator_24,2,,,17,80,search,,,,,,,,,,,true,,scrolled_away,,,,,
story_view,2025-02-08T17:26:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_385,,,photo,Adventure,Climbing,creator_21,3,,,2,78,search,,,,,,,,,,,false,,,,,,,
bookmark_post,2025-02-08T17:26:00Z,550e8400-e29b-41d4-a716-446655440000,post_421,,,,carousel,Food,Restaurant,creator_61,8,,,,,profile,,,,,,,,,,collection_food,,,,,,,,
reel_view,2025-02-08T17:27:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_186,,photo,Food,Restaurant,creator_7,3,,,30,31,search,,,,,,,,,,,true,,watched_full,,,,,
unlike_post,2025-02-08T17:27:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_534,,,,carousel,Movie,Drama,creator_84,10,,6337,,,profile,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T17:28:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_106,,,,photo,Movie,Horror,creator_85,3,,2469,,,feed,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T17:28:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_917,,video,Food,Cooking,creator_1,10,,,8,38,search,,,,,,,,,,,true,,watched_full,,,,,
like_post,2025-02-08T17:29:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_446,,,,carousel,Sports,Basketball,creator_88,7,,,,,feed,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T17:30:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_324,carousel,Food,Healthy,creator_62,4,,,,,search,story,external_link,camp_8,imp_324,limited_time_offer,,,,,,,,,,,,,
unlike_post,2025-02-08T17:30:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_492,,,,video,Food,Restaurant,creator_14,9,,2782,,,search,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T17:30:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_664,,,,photo,Food,Healthy,creator_58,10,,,,,feed,,,,,,,,,,collection_food,,,,,,,,
bookmark_post,2025-02-08T17:32:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_73,,,,video,Food,Desserts,creator_91,2,,,,,search,,,,,,,,,,collection_food,,,,,,,,
like_post,2025-02-08T17:32:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_558,,,,carousel,Beauty,Fragrance,creator_71,6,,,,,search,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T17:32:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_875,,,,carousel,Adventure,Surfing,creator_2,9,,,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T17:33:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_276,,,photo,Adventure,Skydiving,creator_97,6,,,7,91,profile,,,,,,,,,,,true,,,,,,,
bookmark_post,2025-02-08T17:33:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_644,,,,carousel,Movie,Comedy,creator_86,6,,,,,profile,,,,,,,,,,collection_movie,,,,,,,,
bookmark_post,2025-02-08T17:36:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_649,,,,photo,Sports,Tennis,creator_7,2,,,,,search,,,,,,,,,,collection_sports,,,,,,,,
ad_click,2025-02-08T17:38:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_334,video,Lifestyle,Travel,creator_21,8,,,,,explore,explore,shop,camp_5,imp_334,influencer_collab,,,,,,,,,,,,,
like_post,2025-02-08T17:39:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_12,,,,video,Adventure,Trekking,creator_85,6,,,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T17:39:00Z,550e8400-e29b-41d4-a716-446655440000,post_113,,,,photo,Beauty,Haircare,creator_1,7,,,,,profile,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T17:39:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_493,,,,video,Adventure,Climbing,creator_94,9,,,,,feed,,,,,,,,,,collection_adventure,,,,,,,,
unlike_post,2025-02-08T17:41:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_353,,,,photo,Outdoor,Hiking,creator_92,6,,5744,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T17:43:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_952,,,,video,Outdoor,Cycling,creator_68,8,,,,,feed,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T17:43:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_969,photo,Sports,Football,creator_39,7,,,,,feed,feed,shop,camp_9,imp_969,influencer_collab,,,,,,,,,,,,,
story_view,2025-02-08T17:44:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_615,,,carousel,Food,Restaurant,creator_69,9,,,11,91,profile,,,,,,,,,,,false,,,,,,,
unlike_post,2025-02-08T17:44:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_686,,,,photo,Movie,Action,creator_23,2,,4779,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T17:45:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_973,,,,photo,Movie,Comedy,creator_35,9,,,,,profile,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T17:46:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,,photo,Food,Desserts,creator_9,6,253,,,,explore,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T17:46:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_839,photo,Sports,Football,creator_34,8,,,,,search,story,profile,camp_4,imp_839,brand_story,,,,,,,,,,,,,
bookmark_post,2025-02-08T17:48:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_463,,,,carousel,Movie,Horror,creator_81,3,,,,,feed,,,,,,,,,,collection_movie,,,,,,,,
reel_view,2025-02-08T17:51:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,reel_387,,video,Beauty,Makeup,creator_66,7,,,30,35,profile,,,,,,,,,,,false,,watched_full,,,,,
like_post,2025-02-08T17:52:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_790,,,,carousel,Outdoor,Cycling,creator_83,5,,,,,explore,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T17:56:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_784,,,carousel,Lifestyle,Home,creator_74,3,,,9,100,profile,,,,,,,,,,,false,,,,,,,
ad_click,2025-02-08T17:58:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_81,video,Sports,Tennis,creator_21,5,,,,,profile,feed,external_link,camp_4,imp_81,limited_time_offer,,,,,,,,,,,,,
ad_click,2025-02-08T18:00:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_219,photo,Food,Healthy,creator_8,3,,,,,profile,explore,profile,camp_2,imp_219,limited_time_offer,,,,,,,,,,,,,
ad_click,2025-02-08T18:03:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_505,carousel,Adventure,Climbing,creator_65,3,,,,,explore,feed,shop,camp_1,imp_505,influencer_collab,,,,,,,,,,,,,
profile_view,2025-02-08T18:03:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,,photo,Food,Healthy,creator_51,8,77,,,,explore,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T18:03:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,carousel,Beauty,Skincare,creator_14,6,242,,,,profile,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T18:04:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_294,video,Lifestyle,Home,creator_71,6,,,,,feed,explore,shop,camp_9,imp_294,limited_time_offer,,,,,,,,,,,,,
story_view,2025-02-08T18:05:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_506,,,photo,Adventure,Trekking,creator_92,2,,,10,93,search,,,,,,,,,,,true,,,,,,,
reel_view,2025-02-08T18:05:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_522,,photo,Movie,Horror,creator_84,4,,,26,94,feed,,,,,,,,,,,false,,scrolled_away,,,,,
unlike_post,2025-02-08T18:07:00Z,550e8400-e29b-41d4-a716-446655440000,post_111,,,,photo,Outdoor,Cycling,creator_17,3,,5870,,,feed,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T18:09:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_612,,,photo,Adventure,Climbing,creator_89,3,,,10,59,explore,,,,,,,,,,,true,,,,,,,
bookmark_post,2025-02-08T18:10:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_105,,,,video,Sports,Tennis,creator_12,9,,,,,explore,,,,,,,,,,collection_sports,,,,,,,,
like_post,2025-02-08T18:10:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_633,,,,carousel,Sports,Tennis,creator_15,5,,,,,profile,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T18:10:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,video,Outdoor,Camping,creator_39,8,176,,,,explore,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T18:12:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_405,,,carousel,Adventure,Surfing,creator_75,3,,,7,72,feed,,,,,,,,,,,true,,,,,,,
like_post,2025-02-08T18:13:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_731,,,,photo,Sports,Tennis,creator_82,6,,,,,feed,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T18:14:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_204,,,,video,Movie,Horror,creator_65,9,,5108,,,explore,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T18:14:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,story_489,,,carousel,Food,Desserts,creator_50,9,,,10,79,search,,,,,,,,,,,true,,,,,,,
ad_click,2025-02-08T18:14:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_758,video,Food,Desserts,creator_22,5,,,,,profile,story,external_link,camp_2,imp_758,product_demo,,,,,,,,,,,,,
story_view,2025-02-08T18:14:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_966,,,video,Beauty,Haircare,creator_77,3,,,4,82,profile,,,,,,,,,,,false,,,,,,,
unlike_post,2025-02-08T18:15:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_117,,,,video,Movie,Drama,creator_66,4,,3205,,,explore,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T18:18:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_959,carousel,Lifestyle,Travel,creator_16,6,,,,,profile,explore,profile,camp_2,imp_959,influencer_collab,,,,,,,,,,,,,
reel_view,2025-02-08T18:19:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_343,,carousel,Sports,Tennis,creator_82,5,,,28,91,search,,,,,,,,,,,true,,scrolled_away,,,,,
profile_view,2025-02-08T18:20:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,photo,Lifestyle,Home,creator_100,10,243,,,,search,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T18:21:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,photo,Outdoor,Hiking,creator_28,10,112,,,,profile,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T18:22:00Z,550e8400-e29b-41d4-a716-446655440000,post_209,,,,video,Movie,Action,creator_12,3,,,,,profile,,,,,,,,,,collection_movie,,,,,,,,
unlike_post,2025-02-08T18:23:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_226,,,,carousel,Beauty,Haircare,creator_96,5,,6532,,,profile,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T18:25:00Z,550e8400-e29b-41d4-a716-446655440000,post_162,,,,video,Food,Healthy,creator_93,10,,,,,search,,,,,,,,,,collection_food,,,,,,,,
